Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,G_mean_rat,Dir_enc,A1_enc,A2_enc,A3_enc
1968,160,Romance,6.8,157,Lekh Tandon,Rajendra Kumar,Saira Banu,Rajendranath Malhotra,5.754529717253318,6.5,6.431645569620253,6.478787878787879,6.793333333333334
2019,143,Drama,7.6,7683,Shonali Bose,Priyanka Chopra Jonas,Farhan Akhtar,Zaira Wasim,5.985004212299915,7.425,5.845,7.588888888888889,7.6
2019,143,Romance,7.6,7683,Shonali Bose,Priyanka Chopra Jonas,Farhan Akhtar,Zaira Wasim,5.754529717253318,7.425,5.845,7.588888888888889,7.6
2017,119,Drama,5.9,294,Anup Singh,Golshifteh Farahani,Irrfan Khan,Waheeda Rehman,5.985004212299915,5.9,5.9,5.78,6.23125
2015,128,Comedy,5.7,19,Raghav Murali,Monica Dogra,Rahsaan Noor,Kal Parekh,5.728073635765943,5.7,5.7,5.7,5.7
2015,128,Crime,5.7,19,Raghav Murali,Monica Dogra,Rahsaan Noor,Kal Parekh,5.726989935956085,5.7,5.7,5.7,5.7
2015,128,Drama,5.7,19,Raghav Murali,Monica Dogra,Rahsaan Noor,Kal Parekh,5.985004212299915,5.7,5.7,5.7,5.7
1996,107,Drama,7.2,72,Amol Palekar,Nirmal Pandey,Sonali Kulkarni,Faiyyaz,5.985004212299915,6.781818181818181,7.2,6.292307692307692,7.2
1996,107,Music,7.2,72,Amol Palekar,Nirmal Pandey,Sonali Kulkarni,Faiyyaz,6.109090909090909,6.781818181818181,7.2,6.292307692307692,7.2
1996,107,Romance,7.2,72,Amol Palekar,Nirmal Pandey,Sonali Kulkarni,Faiyyaz,5.754529717253318,6.781818181818181,7.2,6.292307692307692,7.2
2009,95,Crime,7.4,2808,Manish Gupta,Kay Kay Menon,Arbaaz Khan,Rukhsar Rehman,5.726989935956085,6.211111111111111,6.7,5.961538461538462,7.1000000000000005
2009,95,Drama,7.4,2808,Manish Gupta,Kay Kay Menon,Arbaaz Khan,Rukhsar Rehman,5.985004212299915,6.211111111111111,6.7,5.961538461538462,7.1000000000000005
2009,95,Mystery,7.4,2808,Manish Gupta,Kay Kay Menon,Arbaaz Khan,Rukhsar Rehman,5.793820224719101,6.211111111111111,6.7,5.961538461538462,7.1000000000000005
2017,90,Horror,7.1,21,Saket S. Behl,Samir Soni,Sonika Chopra,Jaswinder Kaur,4.787854251012146,7.1,7.1,7.1,7.1
2019,134,Drama,7.8,9579,Vivek Agnihotri,Shweta Basu Prasad,Mithun Chakraborty,Naseeruddin Shah,5.985004212299915,5.35,7.8,5.504,6.435294117647058
2019,134,Mystery,7.8,9579,Vivek Agnihotri,Shweta Basu Prasad,Mithun Chakraborty,Naseeruddin Shah,5.793820224719101,5.35,7.8,5.504,6.435294117647058
2019,134,Thriller,7.8,9579,Vivek Agnihotri,Shweta Basu Prasad,Mithun Chakraborty,Naseeruddin Shah,5.53436385255648,5.35,7.8,5.504,6.435294117647058
1960,135,Comedy,6.9,121,Bimal Roy,Motilal,Vasant Choudhury,Sadhana,5.728073635765943,7.340625,6.94,6.900000000000001,6.683333333333334
1960,135,Drama,6.9,121,Bimal Roy,Motilal,Vasant Choudhury,Sadhana,5.985004212299915,7.340625,6.94,6.900000000000001,6.683333333333334
1960,135,Romance,6.9,121,Bimal Roy,Motilal,Vasant Choudhury,Sadhana,5.754529717253318,7.340625,6.94,6.900000000000001,6.683333333333334
1969,132,Action,6.0,8,Shriram Bohra,Dara Singh,Nishi,Helen,5.435978600089166,6.0,6.238775510204081,5.699999999999999,6.051282051282051
1969,132,Adventure,6.0,8,Shriram Bohra,Dara Singh,Nishi,Helen,5.859942363112392,6.0,6.238775510204081,5.699999999999999,6.051282051282051
1969,132,Drama,6.0,8,Shriram Bohra,Dara Singh,Nishi,Helen,5.985004212299915,6.0,6.238775510204081,5.699999999999999,6.051282051282051
2015,87,Drama,7.3,55,Pushan Kripalani,Neena Gupta,Rajit Kapoor,Dhanendra Kawde,5.985004212299915,7.3,5.366666666666666,6.1000000000000005,7.3
1980,145,Drama,8.1,755,Sai Paranjape,Shabana Azmi,Naseeruddin Shah,Sudha Chopra,5.985004212299915,7.288235294117648,6.687142857142858,6.338181818181819,8.1
1980,145,Romance,8.1,755,Sai Paranjape,Shabana Azmi,Naseeruddin Shah,Sudha Chopra,5.754529717253318,7.288235294117648,6.687142857142858,6.338181818181819,8.1
1970,138,Action,6.4,155,Ravikant Nagaich,Rajesh Khanna,Nanda,Helen,5.435978600089166,5.83265306122449,6.4037174721189585,6.618181818181818,6.051282051282051
1970,138,Crime,6.4,155,Ravikant Nagaich,Rajesh Khanna,Nanda,Helen,5.726989935956085,5.83265306122449,6.4037174721189585,6.618181818181818,6.051282051282051
1970,138,Mystery,6.4,155,Ravikant Nagaich,Rajesh Khanna,Nanda,Helen,5.793820224719101,5.83265306122449,6.4037174721189585,6.618181818181818,6.051282051282051
2011,133,Drama,4.4,133,Jayaraaj,Mammootty,Sheena Chohan,Sabitha Jayaraaj,5.985004212299915,5.9,6.38,4.4,4.4
2007,134,Crime,4.3,1082,Hasnain Hyderabadwala,Raksha Mistry,Emraan Hashmi,Geeta Basra,5.726989935956085,4.4399999999999995,4.300000000000001,5.838095238095238,3.9
2007,134,Drama,4.3,1082,Hasnain Hyderabadwala,Raksha Mistry,Emraan Hashmi,Geeta Basra,5.985004212299915,4.4399999999999995,4.300000000000001,5.838095238095238,3.9
2007,134,Thriller,4.3,1082,Hasnain Hyderabadwala,Raksha Mistry,Emraan Hashmi,Geeta Basra,5.53436385255648,4.4399999999999995,4.300000000000001,5.838095238095238,3.9
2017,99,Drama,5.7,81,Manika Sharma,Varsha Agnihotri,Shabana Azmi,Jayati Bhatia,5.985004212299915,5.7,5.7,6.311842105263158,5.866666666666667
2017,99,Fantasy,5.7,81,Manika Sharma,Varsha Agnihotri,Shabana Azmi,Jayati Bhatia,5.839428571428571,5.7,5.7,6.311842105263158,5.866666666666667
2002,92,Drama,5.2,8,Rajesh Seth,Raghuvir Yadav,Milind Gunaji,Shraddha Nigam,5.985004212299915,5.3,6.857142857142857,4.888235294117647,5.2
2013,105,Thriller,4.6,24,Alok Shrivastav,Shadab Khan,Anurita Jha,Sapna Thakur,5.53436385255648,4.6,4.2,4.6,4.6
2010,75,Drama,5.7,62,Srinivas Sunderrajan,Swara Bhaskar,Vishwesh Krishnamoorthy,Kartik Krishnan,5.985004212299915,5.7,5.375,5.7,5.7
2010,75,Mystery,5.7,62,Srinivas Sunderrajan,Swara Bhaskar,Vishwesh Krishnamoorthy,Kartik Krishnan,5.793820224719101,5.7,5.375,5.7,5.7
2010,75,Sci-Fi,5.7,62,Srinivas Sunderrajan,Swara Bhaskar,Vishwesh Krishnamoorthy,Kartik Krishnan,5.270588235294118,5.7,5.375,5.7,5.7
2014,129,Action,6.5,17169,Mohit Suri,Sidharth Malhotra,Shraddha Kapoor,Riteish Deshmukh,5.435978600089166,6.167647058823529,5.779999999999999,6.036842105263158,5.1033333333333335
2014,129,Crime,6.5,17169,Mohit Suri,Sidharth Malhotra,Shraddha Kapoor,Riteish Deshmukh,5.726989935956085,6.167647058823529,5.779999999999999,6.036842105263158,5.1033333333333335
2014,129,Drama,6.5,17169,Mohit Suri,Sidharth Malhotra,Shraddha Kapoor,Riteish Deshmukh,5.985004212299915,6.167647058823529,5.779999999999999,6.036842105263158,5.1033333333333335
2015,72,Drama,6.9,363,Bauddhayan Mukherji,Adil Hussain,Ritwick Chakraborty,Nayani Dixit,5.985004212299915,6.9,6.1466666666666665,6.9,6.9
2015,72,Music,6.9,363,Bauddhayan Mukherji,Adil Hussain,Ritwick Chakraborty,Nayani Dixit,6.109090909090909,6.9,6.1466666666666665,6.9,6.9
2010,90,Crime,6.0,99,Maneej Premnath,Raj Singh Chaudhary,Raja Chaudhary,Radhika Apte,5.726989935956085,6.0,6.5200000000000005,6.5200000000000005,6.8
2010,90,Drama,6.0,99,Maneej Premnath,Raj Singh Chaudhary,Raja Chaudhary,Radhika Apte,5.985004212299915,6.0,6.5200000000000005,6.5200000000000005,6.8
2010,90,Mystery,6.0,99,Maneej Premnath,Raj Singh Chaudhary,Raja Chaudhary,Radhika Apte,5.793820224719101,6.0,6.5200000000000005,6.5200000000000005,6.8
2001,86,Adventure,6.7,2541,Asif Kapadia,Irrfan Khan,Puru Chibber,Aino Annuddin,5.859942363112392,6.7,7.209756097560976,4.42,6.7
2001,86,Drama,6.7,2541,Asif Kapadia,Irrfan Khan,Puru Chibber,Aino Annuddin,5.985004212299915,6.7,7.209756097560976,4.42,6.7
2002,90,Comedy,7.4,1789,Vishal Bhardwaj,Shabana Azmi,Shweta Basu Prasad,Makrand Deshpande,5.728073635765943,7.151724137931034,6.687142857142858,7.375,6.373333333333333
2002,90,Family,7.4,1789,Vishal Bhardwaj,Shabana Azmi,Shweta Basu Prasad,Makrand Deshpande,6.1843800322061195,7.151724137931034,6.687142857142858,7.375,6.373333333333333
2002,90,Fantasy,7.4,1789,Vishal Bhardwaj,Shabana Azmi,Shweta Basu Prasad,Makrand Deshpande,5.839428571428571,7.151724137931034,6.687142857142858,7.375,6.373333333333333
2009,115,Mystery,5.2,17,Aijaz Khan,Tannishtha Chatterjee,Neena Gupta,Anil Kumar,5.793820224719101,6.3999999999999995,6.675,6.88,6.1000000000000005
2021,125,Crime,7.1,49877,Ramin Bahrani,Adarsh Gourav,Rajkummar Rao,Priyanka Chopra Jonas,5.726989935956085,7.1,7.1,6.35,5.264102564102564
2021,125,Drama,7.1,49877,Ramin Bahrani,Adarsh Gourav,Rajkummar Rao,Priyanka Chopra Jonas,5.985004212299915,7.1,7.1,6.35,5.264102564102564
2021,106,Crime,4.5,235,Sarmad Khan,Gurmeet Choudhary,Shweta Dadhich,Sayani Datta,5.726989935956085,4.5,3.966666666666667,4.5,4.5
2021,106,Horror,4.5,235,Sarmad Khan,Gurmeet Choudhary,Shweta Dadhich,Sayani Datta,4.787854251012146,4.5,3.966666666666667,4.5,4.5
2021,106,Romance,4.5,235,Sarmad Khan,Gurmeet Choudhary,Shweta Dadhich,Sayani Datta,5.754529717253318,4.5,3.966666666666667,4.5,4.5
2018,118,Drama,7.0,33,V.K. Choudhary,Atul Hanwat,Praveen Maheswari,Sayoni Mishra,5.985004212299915,7.0,7.0,7.0,7.0
2018,118,Mystery,7.0,33,V.K. Choudhary,Atul Hanwat,Praveen Maheswari,Sayoni Mishra,5.793820224719101,7.0,7.0,7.0,7.0
2013,120,Drama,6.8,6,Sanjay Khandelwal,Ajaz Khan,Reena Ranchandani,Amrita Prakash,5.985004212299915,6.233333333333333,6.8,6.8,6.8
2013,120,Thriller,6.8,6,Sanjay Khandelwal,Ajaz Khan,Reena Ranchandani,Amrita Prakash,5.53436385255648,6.233333333333333,6.8,6.8,6.8
2015,107,Crime,5.9,15,Rajeev Jhaveri,Gemma Atkinson,Victor Banerjee,Gauahar Khan,5.726989935956085,5.300000000000001,5.9,6.380000000000001,6.26
2015,107,Mystery,5.9,15,Rajeev Jhaveri,Gemma Atkinson,Victor Banerjee,Gauahar Khan,5.793820224719101,5.300000000000001,5.9,6.380000000000001,6.26
2014,113,Mystery,3.3,1608,Ananth Narayan Mahadevan,Himesh Reshammiya,Yo Yo Honey Singh,Irrfan Khan,5.793820224719101,5.035294117647059,2.805,3.3,6.15
2014,113,Thriller,3.3,1608,Ananth Narayan Mahadevan,Himesh Reshammiya,Yo Yo Honey Singh,Irrfan Khan,5.53436385255648,5.035294117647059,2.805,3.3,6.15
1967,125,Crime,7.3,847,Satyajit Ray,Uttam Kumar,Kalipada Chakraborty,Nripati Chatterjee,5.726989935956085,7.449999999999999,6.291666666666667,7.3,7.3
1967,125,Drama,7.3,847,Satyajit Ray,Uttam Kumar,Kalipada Chakraborty,Nripati Chatterjee,5.985004212299915,7.449999999999999,6.291666666666667,7.3,7.3
1967,125,Mystery,7.3,847,Satyajit Ray,Uttam Kumar,Kalipada Chakraborty,Nripati Chatterjee,5.793820224719101,7.449999999999999,6.291666666666667,7.3,7.3
2019,134,Comedy,4.2,2119,Abhishek Sharma,Sonam Kapoor,Dulquer Salmaan,Sanjay Kapoor,5.728073635765943,5.9,5.692857142857143,5.8999999999999995,4.2214285714285715
2019,134,Drama,4.2,2119,Abhishek Sharma,Sonam Kapoor,Dulquer Salmaan,Sanjay Kapoor,5.985004212299915,5.9,5.692857142857143,5.8999999999999995,4.2214285714285715
2019,134,Romance,4.2,2119,Abhishek Sharma,Sonam Kapoor,Dulquer Salmaan,Sanjay Kapoor,5.754529717253318,5.9,5.692857142857143,5.8999999999999995,4.2214285714285715
1981,160,Action,6.6,130,R. Krishnamurthy,Rajinikanth,S. Balaji,Showkar Janaki,5.435978600089166,6.742857142857143,6.098275862068966,6.599999999999999,6.599999999999999
1981,160,Crime,6.6,130,R. Krishnamurthy,Rajinikanth,S. Balaji,Showkar Janaki,5.726989935956085,6.742857142857143,6.098275862068966,6.599999999999999,6.599999999999999
1981,160,Drama,6.6,130,R. Krishnamurthy,Rajinikanth,S. Balaji,Showkar Janaki,5.985004212299915,6.742857142857143,6.098275862068966,6.599999999999999,6.599999999999999
1977,132,Adventure,6.6,19,Ravikant Nagaich,Shatrughan Sinha,Sulakshana Pandit,Kabir Bedi,5.859942363112392,5.83265306122449,5.215909090909091,5.518518518518518,4.98125
1987,138,Crime,5.5,76,Mahesh Bhatt,Smita Patil,Anil Kapoor,Amrita Singh,5.726989935956085,5.635051546391753,6.5,5.340298507462687,5.31219512195122
1987,138,Drama,5.5,76,Mahesh Bhatt,Smita Patil,Anil Kapoor,Amrita Singh,5.985004212299915,5.635051546391753,6.5,5.340298507462687,5.31219512195122
2016,140,Action,4.4,147,Sunil K. Reddy,Ajay,Ali,Anand,5.435978600089166,4.4,4.4,5.12,4.4
2016,140,Comedy,4.4,147,Sunil K. Reddy,Ajay,Ali,Anand,5.728073635765943,4.4,4.4,5.12,4.4
1992,140,Drama,4.4,14,R. Sundarajan,Sathyaraj,Sukanya,Goundamani,5.985004212299915,4.4,4.4,4.4,5.4
2012,81,Thriller,2.2,11,Tinnu Verma,Bianca Desai,Rajniesh Duggall,Arjun Sarja,5.53436385255648,3.12,2.2,3.3874999999999997,5.183333333333334
2015,126,Comedy,4.1,53,Sachin Gupta,Bhavita Anand,Rakesh Bedi,Vijayant Kohli,5.728073635765943,4.9399999999999995,4.1,5.411428571428572,4.55
2015,126,Romance,4.1,53,Sachin Gupta,Bhavita Anand,Rakesh Bedi,Vijayant Kohli,5.754529717253318,4.9399999999999995,4.1,5.411428571428572,4.55
2008,145,Comedy,4.9,2390,Kunal Kohli,Saif Ali Khan,Rani Mukerji,Rishi Kapoor,5.728073635765943,5.283333333333333,5.534328358208955,6.017543859649122,5.440983606557377
2008,145,Drama,4.9,2390,Kunal Kohli,Saif Ali Khan,Rani Mukerji,Rishi Kapoor,5.985004212299915,5.283333333333333,5.534328358208955,6.017543859649122,5.440983606557377
2008,145,Family,4.9,2390,Kunal Kohli,Saif Ali Khan,Rani Mukerji,Rishi Kapoor,6.1843800322061195,5.283333333333333,5.534328358208955,6.017543859649122,5.440983606557377
2004,121,Drama,4.6,19,Esmayeel Shroff,Arya Babbar,Shriya Saran,Shoma Anand,5.985004212299915,5.625,3.8166666666666664,5.7823529411764705,4.9
2004,121,Romance,4.6,19,Esmayeel Shroff,Arya Babbar,Shriya Saran,Shoma Anand,5.754529717253318,5.625,3.8166666666666664,5.7823529411764705,4.9
1990,160,Comedy,7.0,188,Amol Palekar,Anita Kanwar,Nana Patekar,Riju Bajaj,5.728073635765943,6.781818181818181,7.025,6.665000000000001,7.0
1990,160,Drama,7.0,188,Amol Palekar,Anita Kanwar,Nana Patekar,Riju Bajaj,5.985004212299915,6.781818181818181,7.025,6.665000000000001,7.0
1990,160,Musical,7.0,188,Amol Palekar,Anita Kanwar,Nana Patekar,Riju Bajaj,6.183195020746888,6.781818181818181,7.025,6.665000000000001,7.0
2008,120,Drama,3.9,42,Aanand L. Rai,Saahil Chadha,Arbaaz Khan,Daya Shankar Pandey,5.985004212299915,6.213333333333334,3.9,5.961538461538462,3.9
2017,135,Drama,5.9,38,Aditya Sarpotdar,Karim Hajee,Mukesh Tiwari,Shilpa Tulaskar,5.985004212299915,6.9799999999999995,5.9,5.833333333333333,5.9
2017,135,Romance,5.9,38,Aditya Sarpotdar,Karim Hajee,Mukesh Tiwari,Shilpa Tulaskar,5.754529717253318,6.9799999999999995,5.9,5.833333333333333,5.9
1980,150,Drama,5.9,101,Esmayeel Shroff,Rajesh Khanna,Shabana Azmi,Siddharth,5.985004212299915,5.625,6.4037174721189585,6.311842105263158,7.55
1953,140,Drama,7.3,13,Lekhraj Bhakri,Shammi Kapoor,Shyama,Ravindra Kapoor,5.985004212299915,6.714285714285714,6.745045045045045,5.935294117647059,6.75
1953,140,Family,7.3,13,Lekhraj Bhakri,Shammi Kapoor,Shyama,Ravindra Kapoor,6.1843800322061195,6.714285714285714,6.745045045045045,5.935294117647059,6.75
1974,90,Action,5.6,9,Dilip Bose,Baldev Khosa,Alka,Poonam Vaidya,5.435978600089166,6.04,5.966666666666666,5.6,5.599999999999999
1974,90,Drama,5.6,9,Dilip Bose,Baldev Khosa,Alka,Poonam Vaidya,5.985004212299915,6.04,5.966666666666666,5.6,5.599999999999999
1974,90,Family,5.6,9,Dilip Bose,Baldev Khosa,Alka,Poonam Vaidya,6.1843800322061195,6.04,5.966666666666666,5.6,5.599999999999999
1983,137,Drama,6.4,108,S.P. Muthuraman,Kamal Haasan,Radha,Goundamani,5.985004212299915,6.072,6.704878048780487,6.185714285714285,5.4
2018,121,Drama,6.6,228,Dar Gai,Dheer Momaya,Arya Dave,Chandani Grover,5.985004212299915,7.0,6.6,6.6,6.6
2015,124,Comedy,5.9,7,Abhishek Utkarsh Deokar,Bonnie Juneja,Manoj Sharma,Gurdev Bhullar,5.728073635765943,5.9,5.9,5.9,5.9
2009,121,Drama,5.8,68,Vishal Pandya,Aashish Chaudhary,Akshay Kapoor,Nausheen Ali Sardar,5.985004212299915,4.484615384615385,5.8,5.8,5.6499999999999995
2009,121,Mystery,5.8,68,Vishal Pandya,Aashish Chaudhary,Akshay Kapoor,Nausheen Ali Sardar,5.793820224719101,4.484615384615385,5.8,5.8,5.6499999999999995
2009,121,Thriller,5.8,68,Vishal Pandya,Aashish Chaudhary,Akshay Kapoor,Nausheen Ali Sardar,5.53436385255648,4.484615384615385,5.8,5.8,5.6499999999999995
1990,125,Drama,7.6,23,Parvati Menon,Dara Singh,Mohan Bhandari,Utpal Dutt,5.985004212299915,8.05,6.238775510204081,7.6,6.504
1978,135,Drama,7.1,378,Hiren Nag,Sachin Pilgaonkar,Ranjeeta Kaur,Madan Puri,5.985004212299915,6.25,7.116666666666667,5.629032258064516,6.506666666666666
1978,135,Family,7.1,378,Hiren Nag,Sachin Pilgaonkar,Ranjeeta Kaur,Madan Puri,6.1843800322061195,6.25,7.116666666666667,5.629032258064516,6.506666666666666
1978,135,Romance,7.1,378,Hiren Nag,Sachin Pilgaonkar,Ranjeeta Kaur,Madan Puri,5.754529717253318,6.25,7.116666666666667,5.629032258064516,6.506666666666666
2018,164,Action,4.1,18219,Vijay Krishna Acharya,Aamir Khan,Amitabh Bachchan,Katrina Kaif,5.435978600089166,4.5125,6.867777777777778,6.452173913043478,5.218181818181818
2018,164,Adventure,4.1,18219,Vijay Krishna Acharya,Aamir Khan,Amitabh Bachchan,Katrina Kaif,5.859942363112392,4.5125,6.867777777777778,6.452173913043478,5.218181818181818
2007,132,Action,5.4,419,Boyapati Srinu,Venkatesh Daggubati,Nayanthara,Ramya Krishnan,5.435978600089166,5.4,5.4185185185185185,5.369230769230769,5.199999999999999
1969,155,Drama,4.8,8,M.A. Thirumugham,V. Gopalakrishnan,Showkar Janaki,Nagesh,5.985004212299915,6.3125,4.8,4.8,4.8
2016,130,Action,6.4,45,Sartaj Singh Pannu,Sippy Gill,Ihana Dhillon,Yograj Singh,5.435978600089166,6.475,6.4,6.4,6.4
2017,161,Action,5.9,25732,Ali Abbas Zafar,Salman Khan,Katrina Kaif,Anupriya Goenka,5.435978600089166,5.2,5.232857142857143,5.795918367346939,5.25
2017,161,Adventure,5.9,25732,Ali Abbas Zafar,Salman Khan,Katrina Kaif,Anupriya Goenka,5.859942363112392,5.2,5.232857142857143,5.795918367346939,5.25
2017,161,Thriller,5.9,25732,Ali Abbas Zafar,Salman Khan,Katrina Kaif,Anupriya Goenka,5.53436385255648,5.2,5.232857142857143,5.795918367346939,5.25
2014,94,Drama,7.3,1553,Danis Tanovic,Emraan Hashmi,Geetanjali Thapa,Danny Huston,5.985004212299915,7.3,5.3641791044776115,7.122222222222222,7.3
2017,151,Drama,7.9,1785,Aditya Kripalani,Chitrangada Chakraborty,Vibhawari Deshpande,Saharsh Kumar Shukla,5.985004212299915,7.766666666666667,7.9,7.9,7.9
1992,63,Action,5.6,7,Yash Chouhan,Shilpa Shirodkar,Siddharth,Poonam Jhawer,5.435978600089166,4.366666666666666,5.6,4.942857142857143,5.6
2015,98,Drama,5.9,338,Rikhil Bahadur,Chirag Malhotra,Pranay Pachauri,Kaamya Sharma,5.985004212299915,5.900000000000001,5.900000000000001,5.900000000000001,5.900000000000001
2015,98,Family,5.9,338,Rikhil Bahadur,Chirag Malhotra,Pranay Pachauri,Kaamya Sharma,6.1843800322061195,5.900000000000001,5.900000000000001,5.900000000000001,5.900000000000001
2015,98,Music,5.9,338,Rikhil Bahadur,Chirag Malhotra,Pranay Pachauri,Kaamya Sharma,6.109090909090909,5.900000000000001,5.900000000000001,5.900000000000001,5.900000000000001
2005,88,Romance,4.1,35,Chander Mishra,Sherlyn Chopra,Tanaaz Currim Irani,Adi Irani,5.754529717253318,4.1,4.666666666666667,4.1,6.028571428571428
2021,113,Musical,1.8,730,Stanley D'Costa,Sooraj Pancholi,Isabelle Kaif,Waluscha De Sousa,6.183195020746888,1.8,3.814285714285714,1.8,1.8
2021,113,Romance,1.8,730,Stanley D'Costa,Sooraj Pancholi,Isabelle Kaif,Waluscha De Sousa,5.754529717253318,1.8,3.814285714285714,1.8,1.8
2019,113,Crime,5.4,19,Kumaar Aadarsh,Alia Khan Dar,Ritesh Raghuvanshi,Vriddhi Patwa,5.726989935956085,5.3,5.4,5.4,5.4
1977,135,Drama,6.3,22,Kalpataru,Tinku,Rajesh Khanna,Vinod Mehra,5.985004212299915,5.607692307692308,6.3,6.279166666666666,5.9355932203389825
1992,168,Action,6.9,1874,Mehul Kumar,Raaj Kumar,Nana Patekar,Deepak Shirke,5.435978600089166,5.140476190476191,5.718181818181818,6.665000000000001,6.900000000000001
1992,168,Drama,6.9,1874,Mehul Kumar,Raaj Kumar,Nana Patekar,Deepak Shirke,5.985004212299915,5.140476190476191,5.718181818181818,6.665000000000001,6.900000000000001
1992,168,Thriller,6.9,1874,Mehul Kumar,Raaj Kumar,Nana Patekar,Deepak Shirke,5.53436385255648,5.140476190476191,5.718181818181818,6.665000000000001,6.900000000000001
1998,144,Comedy,5.0,53,Nadeem Khan,Inder Kumar,Chunky Panday,Monica Bedi,5.728073635765943,5.0,5.2,5.519047619047619,4.5600000000000005
1998,144,Drama,5.0,53,Nadeem Khan,Inder Kumar,Chunky Panday,Monica Bedi,5.985004212299915,5.0,5.2,5.519047619047619,4.5600000000000005
1998,144,Musical,5.0,53,Nadeem Khan,Inder Kumar,Chunky Panday,Monica Bedi,6.183195020746888,5.0,5.2,5.519047619047619,4.5600000000000005
2018,136,Romance,4.1,27,Sameer Khan,Shrivastava Anushka,Israil Khan,Sarthak Pradhan,5.754529717253318,4.066666666666666,4.1,4.1,4.1
2018,136,Thriller,4.1,27,Sameer Khan,Shrivastava Anushka,Israil Khan,Sarthak Pradhan,5.53436385255648,4.066666666666666,4.1,4.1,4.1
2014,116,Action,7.6,4483,Kanu Behl,Shashank Arora,Ranvir Shorey,Shivani Raghuvanshi,5.435978600089166,7.599999999999999,7.125,6.0375,7.599999999999999
2014,116,Crime,7.6,4483,Kanu Behl,Shashank Arora,Ranvir Shorey,Shivani Raghuvanshi,5.726989935956085,7.599999999999999,7.125,6.0375,7.599999999999999
2014,116,Drama,7.6,4483,Kanu Behl,Shashank Arora,Ranvir Shorey,Shivani Raghuvanshi,5.985004212299915,7.599999999999999,7.125,6.0375,7.599999999999999
2014,111,Comedy,4.3,100,Amit Singh,Vats Amit,Nishant Dahiya,Pragya Jaiswal,5.728073635765943,4.3,4.3,4.3,4.3
2014,111,Romance,4.3,100,Amit Singh,Vats Amit,Nishant Dahiya,Pragya Jaiswal,5.754529717253318,4.3,4.3,4.3,4.3
2016,113,Drama,6.7,10,Vierendrra Lalit,Rahul Roy,Vivek Srivastav,Akansha Shivhare,5.985004212299915,7.0,5.746153846153846,6.7,7.0
2016,113,Family,6.7,10,Vierendrra Lalit,Rahul Roy,Vivek Srivastav,Akansha Shivhare,6.1843800322061195,7.0,5.746153846153846,6.7,7.0
2016,113,Thriller,6.7,10,Vierendrra Lalit,Rahul Roy,Vivek Srivastav,Akansha Shivhare,5.53436385255648,7.0,5.746153846153846,6.7,7.0
2000,159,Comedy,4.4,2099,K. Muralimohana Rao,Kashmira Shah,Salman Khan,Jackie Shroff,5.728073635765943,4.674074074074074,4.575,5.285714285714286,5.37962962962963
2000,159,Drama,4.4,2099,K. Muralimohana Rao,Kashmira Shah,Salman Khan,Jackie Shroff,5.985004212299915,4.674074074074074,4.575,5.285714285714286,5.37962962962963
2000,159,Musical,4.4,2099,K. Muralimohana Rao,Kashmira Shah,Salman Khan,Jackie Shroff,6.183195020746888,4.674074074074074,4.575,5.285714285714286,5.37962962962963
2018,75,Drama,6.9,118,Ketan Mehta,Pankaj Kapur,Vinay Pathak,N.K. Pant,5.985004212299915,6.814285714285715,7.1461538461538465,6.327272727272727,6.9
2018,75,History,6.9,118,Ketan Mehta,Pankaj Kapur,Vinay Pathak,N.K. Pant,6.830088495575221,6.814285714285715,7.1461538461538465,6.327272727272727,6.9
2010,122,Comedy,5.1,374,Kedar Shinde,Tabu,Sharman Joshi,Yuvika Chaudhary,5.728073635765943,5.1,5.5588235294117645,5.045454545454546,6.142857142857143
2010,122,Drama,5.1,374,Kedar Shinde,Tabu,Sharman Joshi,Yuvika Chaudhary,5.985004212299915,5.1,5.5588235294117645,5.045454545454546,6.142857142857143
1984,159,Drama,5.2,121,K. Raghavendra Rao,Jeetendra,Jaya Prada,Sridevi,5.985004212299915,5.529230769230769,5.28213058419244,5.4281690140845065,4.991666666666666
1984,159,Romance,5.2,121,K. Raghavendra Rao,Jeetendra,Jaya Prada,Sridevi,5.754529717253318,5.529230769230769,5.28213058419244,5.4281690140845065,4.991666666666666
1988,150,Drama,5.5,30,Ram Govind,Preeti Ganguli,Ram Govind,Govinda,5.985004212299915,5.5,6.7,5.5,4.970833333333333
1988,150,Romance,5.5,30,Ram Govind,Preeti Ganguli,Ram Govind,Govinda,5.754529717253318,5.5,6.7,5.5,4.970833333333333
2017,155,Comedy,7.2,18889,Shree Narayan Singh,Anupam Kher,Akshay Kumar,Bhumi Pednekar,5.728073635765943,6.4,5.702325581395349,5.665591397849462,7.2
2017,155,Drama,7.2,18889,Shree Narayan Singh,Anupam Kher,Akshay Kumar,Bhumi Pednekar,5.985004212299915,6.4,5.702325581395349,5.665591397849462,7.2
2006,137,Action,3.2,557,Deepak Tijori,Rakesh Bedi,Bobby Darling,Avtar Gill,5.435978600089166,4.433333333333334,4.7,3.3166666666666664,4.407692307692307
2006,137,Comedy,3.2,557,Deepak Tijori,Rakesh Bedi,Bobby Darling,Avtar Gill,5.728073635765943,4.433333333333334,4.7,3.3166666666666664,4.407692307692307
