Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,G_mean_rat,Dir_enc,A1_enc,A2_enc,A3_enc
2019,109,Drama,7.0,8,Gaurav Bakshi,Rasika Dugal,Vivek Ghamande,Arvind Jangid,5.985004212299915,7.0,6.85,7.0,7.0
2019,110,Comedy,4.4,35,Ovais Khan,Prateik,Ishita Raj,Siddhant Kapoor,5.728073635765943,4.4,5.25,4.4,4.46
2019,110,Romance,4.4,35,Ovais Khan,Prateik,Ishita Raj,Siddhant Kapoor,5.754529717253318,4.4,5.25,4.4,4.46
1997,147,Comedy,4.7,827,Rahul Rawail,Bobby Deol,Aishwarya Rai Bachchan,Shammi Kapoor,5.728073635765943,5.342105263157895,4.793617021276596,5.7299999999999995,5.93
1997,147,Drama,4.7,827,Rahul Rawail,Bobby Deol,Aishwarya Rai Bachchan,Shammi Kapoor,5.985004212299915,5.342105263157895,4.793617021276596,5.7299999999999995,5.93
1997,147,Musical,4.7,827,Rahul Rawail,Bobby Deol,Aishwarya Rai Bachchan,Shammi Kapoor,6.183195020746888,5.342105263157895,4.793617021276596,5.7299999999999995,5.93
2005,142,Drama,7.4,1086,Shoojit Sircar,Jimmy Sheirgill,Minissha Lamba,Yashpal Sharma,5.985004212299915,7.5470588235294125,5.322950819672131,5.8,6.671428571428572
2005,142,Romance,7.4,1086,Shoojit Sircar,Jimmy Sheirgill,Minissha Lamba,Yashpal Sharma,5.754529717253318,7.5470588235294125,5.322950819672131,5.8,6.671428571428572
2005,142,War,7.4,1086,Shoojit Sircar,Jimmy Sheirgill,Minissha Lamba,Yashpal Sharma,5.981818181818182,7.5470588235294125,5.322950819672131,5.8,6.671428571428572
2012,82,Horror,5.6,326,Allyson Patel,Yash Dave,Muntazir Ahmad,Kiran Bhatia,4.787854251012146,5.599999999999999,5.599999999999999,5.8125,5.599999999999999
2012,82,Mystery,5.6,326,Allyson Patel,Yash Dave,Muntazir Ahmad,Kiran Bhatia,5.793820224719101,5.599999999999999,5.599999999999999,5.8125,5.599999999999999
2012,82,Thriller,5.6,326,Allyson Patel,Yash Dave,Muntazir Ahmad,Kiran Bhatia,5.53436385255648,5.599999999999999,5.599999999999999,5.8125,5.599999999999999
2014,116,Action,4.0,11,Biju Bhaskar Nair,Augustine,Fathima Babu,Byon,5.435978600089166,4.0,4.0,4.55,4.0
2014,116,Crime,4.0,11,Biju Bhaskar Nair,Augustine,Fathima Babu,Byon,5.726989935956085,4.0,4.0,4.55,4.0
2014,116,Thriller,4.0,11,Biju Bhaskar Nair,Augustine,Fathima Babu,Byon,5.53436385255648,4.0,4.0,4.55,4.0
2004,96,Drama,6.2,17,Madhu Ambat,Rati Agnihotri,Gulshan Grover,Atul Kulkarni,5.985004212299915,6.2,5.2555555555555555,5.615384615384615,5.046666666666667
2016,120,Horror,5.9,59,Arshad Siddiqui,Pankaj Berry,Anubhav Dhir,Hritu Dudani,4.787854251012146,7.3,5.7250000000000005,5.9,5.9
1991,161,Horror,6.5,983,Partho Ghosh,Jackie Shroff,Madhuri Dixit,Javed Jaffrey,4.787854251012146,4.940476190476191,5.178151260504202,5.909677419354838,5.228125
1991,161,Romance,6.5,983,Partho Ghosh,Jackie Shroff,Madhuri Dixit,Javed Jaffrey,5.754529717253318,4.940476190476191,5.178151260504202,5.909677419354838,5.228125
1991,161,Thriller,6.5,983,Partho Ghosh,Jackie Shroff,Madhuri Dixit,Javed Jaffrey,5.53436385255648,4.940476190476191,5.178151260504202,5.909677419354838,5.228125
2012,166,Comedy,5.7,512,Rabi Kinagi,Jeet,Koyel Mallick,Sujoy Ghosh,5.728073635765943,5.7,6.0,5.7,5.7
2012,166,Drama,5.7,512,Rabi Kinagi,Jeet,Koyel Mallick,Sujoy Ghosh,5.985004212299915,5.7,6.0,5.7,5.7
2012,166,Romance,5.7,512,Rabi Kinagi,Jeet,Koyel Mallick,Sujoy Ghosh,5.754529717253318,5.7,6.0,5.7,5.7
2018,102,Comedy,7.4,6619,Umesh Shukla,Amitabh Bachchan,Rishi Kapoor,Vijay Raaz,5.728073635765943,6.17,6.0929078014184395,6.260714285714286,5.977777777777778
2018,102,Drama,7.4,6619,Umesh Shukla,Amitabh Bachchan,Rishi Kapoor,Vijay Raaz,5.985004212299915,6.17,6.0929078014184395,6.260714285714286,5.977777777777778
2010,87,Comedy,6.3,162,Sharat Katariya,Neil Bhoopalam,Anusha Bose,Manu Rishi Chadha,5.728073635765943,6.875,6.3,6.3,6.933333333333334
2010,87,Drama,6.3,162,Sharat Katariya,Neil Bhoopalam,Anusha Bose,Manu Rishi Chadha,5.985004212299915,6.875,6.3,6.3,6.933333333333334
2010,87,Romance,6.3,162,Sharat Katariya,Neil Bhoopalam,Anusha Bose,Manu Rishi Chadha,5.754529717253318,6.875,6.3,6.3,6.933333333333334
1958,132,Crime,7.2,72,Pramod Chakravorty,Guru Dutt,Waheeda Rehman,Shashikala,5.726989935956085,6.337777777777777,6.988235294117647,6.870731707317073,6.676595744680851
1958,132,Drama,7.2,72,Pramod Chakravorty,Guru Dutt,Waheeda Rehman,Shashikala,5.985004212299915,6.337777777777777,6.988235294117647,6.870731707317073,6.676595744680851
1958,132,Mystery,7.2,72,Pramod Chakravorty,Guru Dutt,Waheeda Rehman,Shashikala,5.793820224719101,6.337777777777777,6.988235294117647,6.870731707317073,6.676595744680851
2021,105,Horror,4.4,63,Ram Gopal Varma,Mithun Chakraborty,Makrand Deshpande,Dalip Tahil,4.787854251012146,5.558064516129032,5.311764705882353,6.088888888888889,4.966666666666667
2021,105,Thriller,4.4,63,Ram Gopal Varma,Mithun Chakraborty,Makrand Deshpande,Dalip Tahil,5.53436385255648,5.558064516129032,5.311764705882353,6.088888888888889,4.966666666666667
2017,116,Comedy,6.6,26,Seshu Kmr,Mast Ali,Aziz Naser,Heena Shaik,5.728073635765943,6.6,6.6,6.6,6.6
2017,116,Horror,6.6,26,Seshu Kmr,Mast Ali,Aziz Naser,Heena Shaik,4.787854251012146,6.6,6.6,6.6,6.6
2009,146,Drama,7.3,6329,Vikram K. Kumar,Madhavan,Neetu Chandra,Poonam Dhillon,5.985004212299915,7.3,6.841176470588235,6.371428571428572,6.0
2009,146,Horror,7.3,6329,Vikram K. Kumar,Madhavan,Neetu Chandra,Poonam Dhillon,4.787854251012146,7.3,6.841176470588235,6.371428571428572,6.0
2009,146,Mystery,7.3,6329,Vikram K. Kumar,Madhavan,Neetu Chandra,Poonam Dhillon,5.793820224719101,7.3,6.841176470588235,6.371428571428572,6.0
2005,116,Drama,7.1,1002,Aparna Sen,Shabana Azmi,Konkona Sen Sharma,Rahul Bose,5.985004212299915,6.9624999999999995,6.687142857142858,7.03125,6.572727272727272
1993,168,Drama,5.6,15,Vicky Ranawat,Ronit Roy,Tisca Chopra,Shakti Kapoor,5.985004212299915,5.3,5.2375,4.6000000000000005,5.111111111111111
2002,158,Action,6.9,1235,Mani Shankar,Milind Soman,Danny Denzongpa,Gulshan Grover,5.435978600089166,5.614285714285715,5.66,5.614285714285715,4.9363636363636365
2002,158,Thriller,6.9,1235,Mani Shankar,Milind Soman,Danny Denzongpa,Gulshan Grover,5.53436385255648,5.614285714285715,5.66,5.614285714285715,4.9363636363636365
2014,126,Action,3.5,10,Mohibul Haque,Rehal Khan,Gulshan Grover,Mukesh Tiwari,5.435978600089166,3.5,3.5,5.615384615384615,4.15
1946,101,Drama,5.0,8,Mohan Sinha,Nigar Sultana,Suraiya,Menaka Devi,5.985004212299915,6.466666666666666,6.066666666666666,6.7124999999999995,5.0
1946,101,History,5.0,8,Mohan Sinha,Nigar Sultana,Suraiya,Menaka Devi,6.830088495575221,6.466666666666666,6.066666666666666,6.7124999999999995,5.0
2004,94,Drama,4.5,16,Sridhar Reddy,Tarun Arora,Gulshan Grover,Vinay Pandey,5.985004212299915,4.5,5.633333333333333,5.615384615384615,4.5
2008,138,Horror,6.4,3100,Vikram Bhatt,Rajniesh Duggall,Adah Sharma,Anjori Alagh,4.787854251012146,4.8464285714285715,5.123076923076923,5.314285714285715,6.400000000000001
2008,138,Mystery,6.4,3100,Vikram Bhatt,Rajniesh Duggall,Adah Sharma,Anjori Alagh,5.793820224719101,4.8464285714285715,5.123076923076923,5.314285714285715,6.400000000000001
2008,138,Romance,6.4,3100,Vikram Bhatt,Rajniesh Duggall,Adah Sharma,Anjori Alagh,5.754529717253318,4.8464285714285715,5.123076923076923,5.314285714285715,6.400000000000001
2016,120,Horror,4.1,1559,Dharmendra Suresh Desai,Sharman Joshi,Meera Chopra,Vishal Karwal,4.787854251012146,5.9,4.845454545454546,4.1,4.1
2016,120,Mystery,4.1,1559,Dharmendra Suresh Desai,Sharman Joshi,Meera Chopra,Vishal Karwal,5.793820224719101,5.9,4.845454545454546,4.1,4.1
2012,124,Drama,4.8,1811,Bhushan Patel,Vicky Ahuja,Tia Bajpai,Tarakesh Chauhan,5.985004212299915,3.9285714285714284,4.9,5.4375,4.8
2012,124,Horror,4.8,1811,Bhushan Patel,Vicky Ahuja,Tia Bajpai,Tarakesh Chauhan,4.787854251012146,3.9285714285714284,4.9,5.4375,4.8
2012,124,Romance,4.8,1811,Bhushan Patel,Vicky Ahuja,Tia Bajpai,Tarakesh Chauhan,5.754529717253318,3.9285714285714284,4.9,5.4375,4.8
2018,144,Horror,4.5,1069,Vikram Bhatt,Zareen Khan,Karan Kundra,Vikram Bhatt,4.787854251012146,4.8464285714285715,4.05,4.5,4.7
2018,144,Mystery,4.5,1069,Vikram Bhatt,Zareen Khan,Karan Kundra,Vikram Bhatt,5.793820224719101,4.8464285714285715,4.05,4.5,4.7
2018,144,Romance,4.5,1069,Vikram Bhatt,Zareen Khan,Karan Kundra,Vikram Bhatt,5.754529717253318,4.8464285714285715,4.05,4.5,4.7
1994,157,Action,7.2,3223,Vidhu Vinod Chopra,Anil Kapoor,Jackie Shroff,Manisha Koirala,5.435978600089166,6.514285714285715,5.655970149253731,5.010588235294118,5.731111111111111
1994,157,Drama,7.2,3223,Vidhu Vinod Chopra,Anil Kapoor,Jackie Shroff,Manisha Koirala,5.985004212299915,6.514285714285715,5.655970149253731,5.010588235294118,5.731111111111111
1994,157,History,7.2,3223,Vidhu Vinod Chopra,Anil Kapoor,Jackie Shroff,Manisha Koirala,6.830088495575221,6.514285714285715,5.655970149253731,5.010588235294118,5.731111111111111
2007,136,Action,8.1,1892,Amrit Sagar,Manoj Bajpayee,Ravi Kishan,Deepak Dobriyal,5.435978600089166,6.58,6.506451612903225,7.139999999999999,7.242857142857143
2007,136,Drama,8.1,1892,Amrit Sagar,Manoj Bajpayee,Ravi Kishan,Deepak Dobriyal,5.985004212299915,6.58,6.506451612903225,7.139999999999999,7.242857142857143
2007,136,War,8.1,1892,Amrit Sagar,Manoj Bajpayee,Ravi Kishan,Deepak Dobriyal,5.981818181818182,6.58,6.506451612903225,7.139999999999999,7.242857142857143
2019,107,Thriller,4.0,20,Aziz Zee,Abuzar Akhtar,Apurva Godbole,Vaishnavi Kadam,5.53436385255648,4.0,4.0,4.0,4.0
2017,113,Comedy,5.5,106,Prashant Gore,Amitkumar Sharma,Omna,Rita Agarwal,5.728073635765943,5.5,5.5,5.5,5.5
2014,89,Drama,7.3,16,Sanjay Amar,Mumtaz Ahmed,Bidita Bag,Madhuri Bhatia,5.985004212299915,6.333333333333333,7.3,5.966666666666666,7.3
2013,100,Comedy,5.6,14,Ravi Bhatia,Ravi Bhatia,Ronak Bhatia,Kamal Chopra,5.728073635765943,5.6,5.6,5.6,5.6
2013,100,Family,5.6,14,Ravi Bhatia,Ravi Bhatia,Ronak Bhatia,Kamal Chopra,6.1843800322061195,5.6,5.6,5.6,5.6
2012,80,Adventure,6.8,21,Harish Sharma,Hemant Pandey,Sumeet Sharma,Sumeet Sharma,5.859942363112392,6.8,6.8,6.8,6.8
2012,80,Horror,6.8,21,Harish Sharma,Hemant Pandey,Sumeet Sharma,Sumeet Sharma,4.787854251012146,6.8,6.8,6.8,6.8
2012,80,Mystery,6.8,21,Harish Sharma,Hemant Pandey,Sumeet Sharma,Sumeet Sharma,5.793820224719101,6.8,6.8,6.8,6.8
2003,122,Action,5.0,33,Sunil Tiwari,Ashutosh Rana,Rocky Verma,Saadhika,5.435978600089166,5.0,5.838095238095238,5.0,4.425
2003,122,Crime,5.0,33,Sunil Tiwari,Ashutosh Rana,Rocky Verma,Saadhika,5.726989935956085,5.0,5.838095238095238,5.0,4.425
2003,122,Thriller,5.0,33,Sunil Tiwari,Ashutosh Rana,Rocky Verma,Saadhika,5.53436385255648,5.0,5.838095238095238,5.0,4.425
2014,149,Comedy,6.9,24034,Abhishek Varman,Arjun Kapoor,Alia Bhatt,Amrita Singh,5.728073635765943,5.58,5.616666666666666,5.7,5.31219512195122
2014,149,Drama,6.9,24034,Abhishek Varman,Arjun Kapoor,Alia Bhatt,Amrita Singh,5.985004212299915,5.58,5.616666666666666,5.7,5.31219512195122
2014,149,Romance,6.9,24034,Abhishek Varman,Arjun Kapoor,Alia Bhatt,Amrita Singh,5.754529717253318,5.58,5.616666666666666,5.7,5.31219512195122
2018,148,Action,6.2,21938,S. Shankar,Rajinikanth,Akshay Kumar,Amy Jackson,5.435978600089166,7.2875,6.098275862068966,5.665591397849462,5.550000000000001
2018,148,Sci-Fi,6.2,21938,S. Shankar,Rajinikanth,Akshay Kumar,Amy Jackson,5.270588235294118,7.2875,6.098275862068966,5.665591397849462,5.550000000000001
1998,149,Crime,3.5,112,Raj N. Sippy,Jackie Shroff,Dimple Kapadia,Tabu,5.726989935956085,5.085714285714285,5.178151260504202,5.35945945945946,5.713513513513513
1998,149,Mystery,3.5,112,Raj N. Sippy,Jackie Shroff,Dimple Kapadia,Tabu,5.793820224719101,5.085714285714285,5.178151260504202,5.35945945945946,5.713513513513513
1998,149,Thriller,3.5,112,Raj N. Sippy,Jackie Shroff,Dimple Kapadia,Tabu,5.53436385255648,5.085714285714285,5.178151260504202,5.35945945945946,5.713513513513513
2017,130,Comedy,6.1,94,Jaideep Chopra,Divyendu Sharma,Kiku Sharda,Harshad Chopda,5.728073635765943,5.875,6.25,6.1,6.1
2018,124,Thriller,6.1,8,Shivam Tiwari,Rahul Dev,Shivam Tiwari,Sophia Singh,5.53436385255648,6.1,6.25,6.1,6.1
1979,121,Drama,7.7,52,Jayoo Patwardhan,Nachiket Patwardhan,Sadashiv Amrapurkar,Udayan Dixit,5.985004212299915,7.466666666666666,7.466666666666666,5.16774193548387,7.7
1979,121,History,7.7,52,Jayoo Patwardhan,Nachiket Patwardhan,Sadashiv Amrapurkar,Udayan Dixit,6.830088495575221,7.466666666666666,7.466666666666666,5.16774193548387,7.7
2019,126,Sport,6.1,361,Mitali Ghoshal,Barun Sobti,Amartya Ray,Rajit Kapoor,6.427272727272728,6.1,6.675,6.1,6.5588235294117645
2002,188,Biography,5.1,642,Guddu Dhanoa,Bobby Deol,Sunny Deol,Amrita Singh,6.763414634146342,4.68125,4.793617021276596,5.248780487804877,5.31219512195122
2002,188,Drama,5.1,642,Guddu Dhanoa,Bobby Deol,Sunny Deol,Amrita Singh,5.985004212299915,4.68125,4.793617021276596,5.248780487804877,5.31219512195122
2002,188,History,5.1,642,Guddu Dhanoa,Bobby Deol,Sunny Deol,Amrita Singh,6.830088495575221,4.68125,4.793617021276596,5.248780487804877,5.31219512195122
1974,115,Drama,6.9,194,Awtar Krishna Kaul,Sudhir Dalvi,Rakhee Gulzar,Sadhu Meher,5.985004212299915,6.9,6.0200000000000005,6.051851851851852,6.900000000000001
2014,103,Horror,5.0,514,Vishal Mahadkar,Salil Acharya,Kavin Dave,Jason Matthew Ethier,4.787854251012146,5.0,5.0,4.933333333333334,5.0
2014,103,Romance,5.0,514,Vishal Mahadkar,Salil Acharya,Kavin Dave,Jason Matthew Ethier,5.754529717253318,5.0,5.0,4.933333333333334,5.0
2012,114,Comedy,3.3,165,Ajai Sinha,Sharman Joshi,Negar Khan,Nigaar Khan,5.728073635765943,4.233333333333333,4.845454545454546,3.6,3.3
2012,114,Romance,3.3,165,Ajai Sinha,Sharman Joshi,Negar Khan,Nigaar Khan,5.754529717253318,4.233333333333333,4.845454545454546,3.6,3.3
2003,115,Crime,7.8,2322,Nagesh Kukunoor,Naseeruddin Shah,Jackie Shroff,Juhi Chawla,5.726989935956085,6.744,6.065346534653465,5.010588235294118,5.565853658536586
2003,115,Drama,7.8,2322,Nagesh Kukunoor,Naseeruddin Shah,Jackie Shroff,Juhi Chawla,5.985004212299915,6.744,6.065346534653465,5.010588235294118,5.565853658536586
2019,122,Comedy,6.9,35,Ankush Bhatt,Karan Singh Grover,Ravi Dubey,Kunaal Roy Kapur,5.728073635765943,5.7,6.9,6.9,5.633333333333333
2009,170,Comedy,8.4,357889,Rajkumar Hirani,Aamir Khan,Madhavan,Mona Singh,5.728073635765943,8.03076923076923,6.867777777777778,5.822222222222222,8.4
2009,170,Drama,8.4,357889,Rajkumar Hirani,Aamir Khan,Madhavan,Mona Singh,5.985004212299915,8.03076923076923,6.867777777777778,5.822222222222222,8.4
2009,121,Drama,5.2,23,Devang Dholakia,Sameer Aftab,Hrishitaa Bhatt,Anuj Sahani,5.985004212299915,4.3,5.2,5.48,5.2
2009,121,Romance,5.2,23,Devang Dholakia,Sameer Aftab,Hrishitaa Bhatt,Anuj Sahani,5.754529717253318,4.3,5.2,5.48,5.2
2018,100,Drama,6.9,358,Arjun Mukerjee,Aisha Ahmed,Tarun Anand,Richa Chadha,5.985004212299915,6.9,6.9,6.9,5.9
2015,99,Adventure,4.3,6,Divakar Ghodake,Seema Azmi,Meenal Chirankar,Pooja Kasekar,5.859942363112392,4.3,5.0600000000000005,4.3,4.3
2015,99,Drama,4.3,6,Divakar Ghodake,Seema Azmi,Meenal Chirankar,Pooja Kasekar,5.985004212299915,4.3,5.0600000000000005,4.3,4.3
2004,132,Horror,5.0,14,Ravi Sinha,Abhay Bhargava,Milind Gunaji,Dinesh Hingoo,4.787854251012146,4.9,5.0,4.888235294117647,4.669230769230769
2016,90,Thriller,4.8,26,Yesudas,Rana Jung Bahadur,Hrishitaa Bhatt,Shiva Kumar,5.53436385255648,4.8,4.414285714285714,5.48,4.8
2015,109,Action,5.8,238,Shivaji Lotan Patil,Soha Ali Khan,Lakha Lakhwinder Singh,Nagesh Bhonsle,5.435978600089166,5.8,5.84,5.8,6.175
2015,109,Drama,5.8,238,Shivaji Lotan Patil,Soha Ali Khan,Lakha Lakhwinder Singh,Nagesh Bhonsle,5.985004212299915,5.8,5.84,5.8,6.175
2015,109,History,5.8,238,Shivaji Lotan Patil,Soha Ali Khan,Lakha Lakhwinder Singh,Nagesh Bhonsle,6.830088495575221,5.8,5.84,5.8,6.175
2006,140,Comedy,5.7,4373,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshaye Khanna,Kareena Kapoor,5.728073635765943,5.779245283018868,5.779245283018868,6.070588235294117,5.741860465116279
2006,140,Mystery,5.7,4373,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshaye Khanna,Kareena Kapoor,5.793820224719101,5.779245283018868,5.779245283018868,6.070588235294117,5.741860465116279
2006,140,Thriller,5.7,4373,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshaye Khanna,Kareena Kapoor,5.53436385255648,5.779245283018868,5.779245283018868,6.070588235294117,5.741860465116279
1981,122,Drama,7.5,392,Aparna Sen,Jennifer Kendal,Dhritiman Chatterjee,Debashree Roy,5.985004212299915,6.9624999999999995,7.5,7.5,6.36
1981,122,Romance,7.5,392,Aparna Sen,Jennifer Kendal,Dhritiman Chatterjee,Debashree Roy,5.754529717253318,6.9624999999999995,7.5,7.5,6.36
1974,133,Action,6.7,128,Raj Tilak,Raaj Kumar,Mala Sinha,Sunil Dutt,5.435978600089166,6.666666666666667,5.718181818181818,6.35934065934066,6.6000000000000005
1974,133,Crime,6.7,128,Raj Tilak,Raaj Kumar,Mala Sinha,Sunil Dutt,5.726989935956085,6.666666666666667,5.718181818181818,6.35934065934066,6.6000000000000005
1974,133,Drama,6.7,128,Raj Tilak,Raaj Kumar,Mala Sinha,Sunil Dutt,5.985004212299915,6.666666666666667,5.718181818181818,6.35934065934066,6.6000000000000005
2020,128,Crime,5.7,252,Gunveen Kaur,Robin Sikarwar,Vivek Kumar,Deeksha Joshi,5.726989935956085,5.7,5.7,5.7,5.7
2020,128,Thriller,5.7,252,Gunveen Kaur,Robin Sikarwar,Vivek Kumar,Deeksha Joshi,5.53436385255648,5.7,5.7,5.7,5.7
2019,93,Drama,5.6,93,Faruk Kabir,Muntazir Ahmad,Shashank Arora,Mohd. Zeeshan Ayyub,5.985004212299915,6.585714285714286,6.04,7.025,6.433333333333333
1985,102,Horror,5.6,80,Shyam Ramsay,Tulsi Ramsay,Rajan Sippy,Arti Gupta,4.787854251012146,5.416666666666667,5.697619047619048,5.3999999999999995,6.285714285714286
2013,125,Horror,3.6,1128,Sheershak Anand,Shantanu Ray Chhibber,Neil Nitin Mukesh,Sonal Chauhan,4.787854251012146,3.875,3.875,4.625,5.16
2013,125,Sci-Fi,3.6,1128,Sheershak Anand,Shantanu Ray Chhibber,Neil Nitin Mukesh,Sonal Chauhan,5.270588235294118,3.875,3.875,4.625,5.16
2013,125,Thriller,3.6,1128,Sheershak Anand,Shantanu Ray Chhibber,Neil Nitin Mukesh,Sonal Chauhan,5.53436385255648,3.875,3.875,4.625,5.16
2019,145,Horror,6.3,6,Sanjay Niranjan,Deepak Bhatia,Mukul Dev,Sakshi Dwivedi,4.787854251012146,6.3,6.3,4.944444444444445,6.3
2011,121,Drama,7.3,2548,Prawaal Raman,Rajvvir Aroraa,Imaaduddin Shah,Nishikant Kamat,5.985004212299915,5.507692307692308,7.3,7.3,6.8500000000000005
2011,121,Mystery,7.3,2548,Prawaal Raman,Rajvvir Aroraa,Imaaduddin Shah,Nishikant Kamat,5.793820224719101,5.507692307692308,7.3,7.3,6.8500000000000005
2011,121,Thriller,7.3,2548,Prawaal Raman,Rajvvir Aroraa,Imaaduddin Shah,Nishikant Kamat,5.53436385255648,5.507692307692308,7.3,7.3,6.8500000000000005
2016,75,Drama,4.8,9,Mainak Dhar,Marilia Colturato,Kyara Jacob,Kyara Ralella Jacob,5.985004212299915,4.8,4.8,4.8,4.8
2009,120,Drama,3.9,14,Nisha Chainani,Mandira Bedi,Bikram Saluja,Sammir Dattani,5.985004212299915,3.9,4.366666666666666,3.9,5.1875
2009,120,Sport,3.9,14,Nisha Chainani,Mandira Bedi,Bikram Saluja,Sammir Dattani,6.427272727272728,3.9,4.366666666666666,3.9,5.1875
2012,113,Drama,7.8,21,Suhaib Ilyasi,Srishti Gautam,Farida Jalal,Supriya Karnik,5.985004212299915,7.8,7.8,7.8,6.68
2012,113,Family,7.8,21,Suhaib Ilyasi,Srishti Gautam,Farida Jalal,Supriya Karnik,6.1843800322061195,7.8,7.8,7.8,6.68
2012,113,Musical,7.8,21,Suhaib Ilyasi,Srishti Gautam,Farida Jalal,Supriya Karnik,6.183195020746888,7.8,7.8,7.8,6.68
2012,111,Thriller,5.7,75,Faisal Saif,Nassar Abdulla,Shawar Ali,Rashid Khan,5.53436385255648,5.5,5.66,4.033333333333334,7.220000000000001
1974,134,Action,6.5,36,I.S. Johar,Rakesh Khanna,Rajesh Khanna,Ambika Johar,5.435978600089166,6.235,6.32,6.279166666666666,6.5
1974,134,Comedy,6.5,36,I.S. Johar,Rakesh Khanna,Rajesh Khanna,Ambika Johar,5.728073635765943,6.235,6.32,6.279166666666666,6.5
2007,126,Comedy,6.5,82,Chandra Sekhar Yeleti,Pawan Malhotra,Mohit Chadha,Veerendra Chauhan,5.728073635765943,6.55,7.18,6.5,6.5
2007,126,Thriller,6.5,82,Chandra Sekhar Yeleti,Pawan Malhotra,Mohit Chadha,Veerendra Chauhan,5.53436385255648,6.55,7.18,6.5,6.5
2011,110,Action,4.6,19,G. Venugopal,Akash,Avinash,Gagan,5.435978600089166,4.6,5.64,4.6,4.6
2011,110,Adventure,4.6,19,G. Venugopal,Akash,Avinash,Gagan,5.859942363112392,4.6,5.64,4.6,4.6
2011,110,Fantasy,4.6,19,G. Venugopal,Akash,Avinash,Gagan,5.839428571428571,4.6,5.64,4.6,4.6
2014,104,Horror,4.2,171,Bharat Jain,Prashantt Guptha,Gaurav Paswala,Gaurav Kothari,4.787854251012146,4.2,4.85,4.2,4.2
2007,92,Drama,6.2,31,Sridhar Rangayan,Mouli Ganguly,Joy Sengupta,Jayati Bhatia,5.985004212299915,6.466666666666666,6.2,6.2,5.866666666666667
2005,136,Comedy,5.3,281,Ishaan Trivedi,Juhi Chawla,Irrfan Khan,Manoj Pahwa,5.728073635765943,4.025,5.561111111111111,5.78,7.022222222222222
2005,136,Drama,5.3,281,Ishaan Trivedi,Juhi Chawla,Irrfan Khan,Manoj Pahwa,5.985004212299915,4.025,5.561111111111111,5.78,7.022222222222222
1988,126,Action,5.0,7,Raju Saigal,Tina Ambani,Shoma Anand,Krishan Dhawan,5.435978600089166,5.0,4.75,5.61,6.3
1995,135,Action,3.4,10,Sunil Kumar,Arvind Singh,Channa Ruparel,Avtar Gill,5.435978600089166,3.4,3.4,3.4,4.407692307692307
1995,135,Drama,3.4,10,Sunil Kumar,Arvind Singh,Channa Ruparel,Avtar Gill,5.985004212299915,3.4,3.4,3.4,4.407692307692307
2016,115,Crime,5.7,398,Saurabh Varma,Sandeepa Dhar,Natasa Stankovic,Shiv Panditt,5.726989935956085,5.85,5.95,5.7,5.75
2016,115,Thriller,5.7,398,Saurabh Varma,Sandeepa Dhar,Natasa Stankovic,Shiv Panditt,5.53436385255648,5.85,5.95,5.7,5.75
2006,100,Documentary,6.2,10,Dutta Madhusree,Vibha Chhibber,Harish Khanna,Om Prakash,7.625581395348837,6.2,6.2,7.050000000000001,6.123255813953489
2011,137,Drama,6.1,5640,Vishal Bhardwaj,Priyanka Chopra Jonas,Vivaan Shah,Neil Nitin Mukesh,5.985004212299915,7.151724137931034,5.845,6.099999999999999,5.841666666666666
2011,137,Mystery,6.1,5640,Vishal Bhardwaj,Priyanka Chopra Jonas,Vivaan Shah,Neil Nitin Mukesh,5.793820224719101,7.151724137931034,5.845,6.099999999999999,5.841666666666666
2011,137,Thriller,6.1,5640,Vishal Bhardwaj,Priyanka Chopra Jonas,Vivaan Shah,Neil Nitin Mukesh,5.53436385255648,7.151724137931034,5.845,6.099999999999999,5.841666666666666
1987,127,Drama,4.1,34,S.U. Syed,Sharmila Tagore,Suresh Oberoi,Navin Nischol,5.985004212299915,4.133333333333334,5.5,5.385714285714285,5.406666666666666
1987,127,Horror,4.1,34,S.U. Syed,Sharmila Tagore,Suresh Oberoi,Navin Nischol,4.787854251012146,4.133333333333334,5.5,5.385714285714285,5.406666666666666
1987,127,Musical,4.1,34,S.U. Syed,Sharmila Tagore,Suresh Oberoi,Navin Nischol,6.183195020746888,4.133333333333334,5.5,5.385714285714285,5.406666666666666
2019,120,Thriller,5.3,449,Shravankumar Tiwari,Mohan Agashe,Raayo S. Bakhirta,Divya Dutta,5.53436385255648,5.3,6.68,6.14,5.426086956521739
2019,130,Action,5.3,249,Avinash Dhyani,Avinash Dhyani,Yeshi Dema,Alka Amin,5.435978600089166,5.3,5.14,5.3,5.375
2019,130,Biography,5.3,249,Avinash Dhyani,Avinash Dhyani,Yeshi Dema,Alka Amin,6.763414634146342,5.3,5.14,5.3,5.375
2019,130,Drama,5.3,249,Avinash Dhyani,Avinash Dhyani,Yeshi Dema,Alka Amin,5.985004212299915,5.3,5.14,5.3,5.375
2009,122,Action,5.4,5459,Nagesh Kukunoor,Akshay Kumar,Ayesha Takia,Javed Jaffrey,5.435978600089166,6.744,5.440845070422536,5.630434782608695,5.228125
